言語,PDFページ番号,PDF表番号,番号,単語,翻訳,読み方（ひらがな）,備考,例文,写真,標識
インドネシア語,21.0,1.0,21.0,電動のこ（丸のこ）,Gergaji listrik,でんどうのこ（まるのこ）,,"かたわく せつだん まる し よ う
型枠の切断は丸のこを使用する",,
インドネシア語,21.0,1.0,22.0,モンキースパナ,Kunci Inggris,もんきーすぱな,"Juga disebut sebagai ""Kunci
sekrup"".","し ゆる
モンキースパナでナットを締める・緩
める",,
インドネシア語,21.0,1.0,23.0,親綱支柱,"Tiang pendukung tali
induk",おやづなしちゅう,,"おやづな は い ち おやづなしちゅう と つ
親綱を張る位置に親綱支柱を取り付
ける",,
インドネシア語,21.0,1.0,24.0,ブラケット,Braket/penopang,ぶらけっと,"Juga disebut sebagai
""Penyangga"".","あ し ば と つ
足場にブラケットを取り付ける",,
インドネシア語,21.0,1.0,25.0,梯子,Tangga,はしご,,,,
インドネシア語,22.0,1.0,1.0,親綱,Tali induk,おやづな,"Tali untuk mengaitkan sabuk
pengaman (sabuk dengan tali
penolong) di lokasi konstruksi.
Untuk melindungi nyawa pekerja di
lapangan, dipasang agar tidak
melorot di antara pilar.","おやづな あんぜんたい
親綱に安全帯をかける",,
インドネシア語,22.0,1.0,2.0,建枠（ビティ）,"Rangka sekeliling
bangunan",たてわく（びてぃ）,,"たてわく もち あ し ば く み た
建枠（ビティ）を用いて足場を組立て
る",,
インドネシア語,22.0,1.0,3.0,メッシュシート,Jaring pelindung,めっしゅしーと,"Atau disebut juga sebagai
“lembaran pencegah kerusakan”,
atau “jaring pelindung”.","あ し ばわく と つ
足場枠にメッシュシートを取り付ける",,
インドネシア語,22.0,1.0,4.0,防音パネル,Panel kedap suara,ぼうおんぱねる,,"そうおんたいさく ぼうおん せ っ ち
騒音対策として防音パネルを設置す
る",,
インドネシア語,22.0,1.0,5.0,朝顔材,Jaring pengaman,あさがおざい,,"あさがおざい ひ ら い ら っ か ぼ う し
朝顔材は飛来落下防止のためにつか
う",,
インドネシア語,22.0,1.0,6.0,架空線,Kabel udara,かくうせん,"Karena ada arus listrik
berketekanan tinggi, maka bila
menyentuh nya besar
kemungkinan mengalami
kecelakaan sengatan listrik.","か く うせん せっしょく
架空線へ接触させないようにする",,
インドネシア語,22.0,1.0,7.0,幅木（仮設足場）,Papan kaki,はばき（かせつあしば）,,"ろうどうしゃ ついてんらく き ぐ ら っ か ぼ う し
労働者の墜転落・器具の落下防止の
あ し ば は ば き もう
ために足場に幅木を設ける",,
インドネシア語,22.0,1.0,8.0,単管,Pipa tabung,たんかん,"Singkatan dari ""Pipa tabung
tunggal"". Atau disebut juga
sebagai ""Pipa"".","たんかん もち あ し ば く た
単管を用いて足場を組み立てる",,
インドネシア語,22.0,1.0,9.0,脚立,Tangga lipat,きゃたつ,,,,
インドネシア語,23.0,1.0,10.0,作業半径,Radius kerja,さぎょうはんけい,"Uang yang didapatkan oleh
pegawai swasta atau negeri pada
saat pensiun, cacat, atau
meninggal.","じゅうきさぎょう さぎょうはんけい た い きん
重機作業の作業半径に立ち入りを禁
し
止する",,
インドネシア語,23.0,1.0,11.0,仮ボルト,Baut sementara,かりぼると,,"かり こうぞうたい かり こ て い
仮ボルトで構造体を仮に固定する",,
インドネシア語,23.0,1.0,12.0,手直し,Perbaikan,てなおし,,"し て き ば し ょ て な お
指摘された場所を手直しする",,
インドネシア語,23.0,1.0,13.0,面一,Samarata (Flush),つらいち,,"つらいち
面一にそろえる",,
インドネシア語,23.0,1.0,14.0,点検事項,Hal-hal yang harus dicek,てんけんじこう,,"し よ う こ う ぐ てんけんじ こ う もと し
使用する工具は点検事項に基づき始
ぎょうまえてんけん
業前点検をおこなう",,
インドネシア語,23.0,1.0,15.0,積載荷重,Beban muat,せきさいかじゅう,,"せきさいかじゅう こ
トラックの積載荷重を超えないように
つ こ
積み込む",,
インドネシア語,23.0,1.0,16.0,すき間,Celah,すきま,,"ぼうおん ま あ
防音シートはすき間が空かないように
と つ
取り付ける",,
インドネシア語,23.0,1.0,17.0,通りを見る,Melihat cara,とおりをみる,,"かたどお ね ぎ り で き とお
やり方通りで根切が出来ているか通
りをみる",,
インドネシア語,23.0,1.0,18.0,組立,Perakitan,くみたて,,"あ し ば く み た
足場を組立てる",,
インドネシア語,23.0,1.0,19.0,地組,"perakitan di permukaan
tanah.",じぐみ,,"した じ ぐみ あ し ば あ
下で地組した足場をクレーンで上げ
うえ と つ
て上で取り付ける",,
インドネシア語,24.0,1.0,20.0,天端,Permukaan atas.,てんば,"Atau disebut juga sebagai
""permukaan atas"".","て ん ば へいかつ
コンクリートの天端をコテで平滑にな
らす",,
インドネシア語,24.0,1.0,21.0,玉掛け,Penggantungan,たまかけ・たまがけ,,"ざいりょう つ あ さい あんぜん い ち
材料を吊り上げる際は安全な位置に
たまかけ
玉掛けをおこなう",,
インドネシア語,24.0,1.0,22.0,合図,Aba-aba,あいず,,"じゅうきさぎょう あ い ず あんぜん おこな
重機作業は合図をもって安全に行う",,
インドネシア語,24.0,1.0,23.0,定格荷重,Berat beban.,ていかくかじゅう,,"ていかくかじゅう こ つ さぎょう
定格荷重を超えて吊りもの作業はお
こなわない",,
インドネシア語,24.0,1.0,24.0,たち,Ketegaklurusan,たち,,"あ しばしち ゅ う み すいちょくせい
足場支柱のたちを見る（垂直性＝た
ち）",,
インドネシア語,24.0,1.0,25.0,職長,Kepala regu kerja,しょくちょう,,"あ し ばくみたて しょくちょう し じ したが
足場組立は職長の指示に従う",,
インドネシア語,25.0,1.0,1.0,安全カバー,Tutup pengaman,あんぜんかばー,"Adalah penutup yang terpasang di
gergaji listrik. Alat yang digunakan
untuk mencegah kemungkinan
terbangnya gergaji mengenai
tubuh akibat reaksi dan sebagainya
saat penggunaan.","あんぜん しよう じこ ふせ
安全カバーの使用で事故を防ぐ",,
インドネシア語,25.0,1.0,2.0,安全帯,Sabuk pengaman,あんぜんたい,,"あんぜんたい あ し ば と つ
安全帯を足場に取り付ける",,
インドネシア語,25.0,1.0,3.0,インサート,Penyisipan,いんさーと,,"せ っ ち
インサートをコンクリートに設置するた
かたわく う こ
め、型枠に打ち込む",,
インドネシア語,25.0,1.0,4.0,スペーサ,Batang jarak,すぺーさ,,"かたわく と つ
型枠にスペーサを取り付ける",,
インドネシア語,25.0,1.0,5.0,鉄筋,Tulang baja,てっきん,,"てっきん かたわく す き ま ちょうせい
鉄筋と型枠の隙間を調整する",,
インドネシア語,25.0,1.0,6.0,電工ドラム（ドラム）,Teromol listrik,でんこうどらむ（どらむ）,,"でんこう さ こ
電工ドラムのコンセントに差し込む",,
インドネシア語,25.0,1.0,7.0,電動丸のこ（電のこ）,Gergaji listrik,"でんどうまるのこ（でんの
こ）",,"でんどうまる せつだん
電動丸のこでコンパネを切断する",,
インドネシア語,25.0,1.0,8.0,パッキン,Packing,ぱっきん,,"し こ
パッキンを敷き込む",,
インドネシア語,25.0,1.0,9.0,小バール,Linggis kecil,しょうばーる,,"しょう くぎ ぬ
小バールで釘を抜く",,
インドネシア語,26.0,1.0,10.0,大バール,Linggis besar,だいばーる,,"かたわくかいたい だい し よ う
型枠解体に大バールを使用する",,
インドネシア語,26.0,1.0,11.0,化粧合板,Kayu lapis dekoratif,けしょうごうはん,,"ひょうめん う はな し あ けしょうごうばん
表面は打ち放し仕上げのため化粧合
し よ う
板を使用する",,
インドネシア語,26.0,1.0,12.0,普通合板,Kayu lapis,ふつうごうはん,,"はいめん そ じ し あ ふ つ うごうばん
背面は素地仕上げのため普通合板を
し よ う
使用する",,
インドネシア語,26.0,1.0,13.0,スタイロフォーム,Styrofoam,すたいろふぉーむ,,"かたわくない と つ
スタイロフォームを型枠内に取り付け
る",,
インドネシア語,26.0,1.0,14.0,面木,Paku atas,めんぎ,,"かたわく めん ぎ と つ
型枠に面木を取り付ける",,
インドネシア語,26.0,1.0,15.0,バイブレーター,Vibrator,ばいぶれーたー,,"し かた
バイブレーターでコンクリートを締め固
める",,
インドネシア語,26.0,1.0,16.0,剥離剤,Bahan pelepasan,はくりざい,,"かたわく よ
コンクリートと型枠のはなれを良くする
は く りざい し よ う
ために剥離剤を使用する",,
インドネシア語,26.0,1.0,17.0,けこみ板,Undakan,けこみいた,,"いた と つ
けこみ板を取り付ける",,
インドネシア語,26.0,1.0,18.0,目地棒,"Sambungan pasang
batu",めじぼう,,"かたわく め じ ぼう と つ
型枠に目地棒を取り付ける",,
インドネシア語,27.0,1.0,19.0,コンクリート,Beton,こんくりーと,,"かたわく なが こ
型枠にコンクリートを流し込む",,
インドネシア語,27.0,1.0,20.0,コンベックス,Meteran (Convex),こんべっくす,,"すんぽう はか
コンベックスで寸法を測る",,
インドネシア語,27.0,1.0,21.0,作業用手袋,Sarung tangan kerja,さぎょうようてぶくろ,,"さぎょうようてぶくろ もち かたわくさぎょう
作業用手袋を用いて型枠作業をおこ
なう",,
インドネシア語,27.0,1.0,22.0,差金,Mistar logam,さしがね,,"さしがね すんぽう はか
差金で寸法を測る",,
インドネシア語,27.0,1.0,23.0,水平器,Alat sipat datar,すいへいき,,"すいへい き かたむ ちょうせい すいへい
水平器で傾きを調整し水平にする",,
インドネシア語,27.0,1.0,24.0,墨さし,"Alat pengukur tempat
tinta",すみさし,,"すみ すみ
墨さしを墨つぼにつける",,
インドネシア語,27.0,1.0,25.0,墨つぼ,Tempat tinta,すみつぼ,,"すみ すみ
墨さしを墨つぼにつける",,
インドネシア語,28.0,1.0,1.0,"丸セパレーター
（丸セパ）",Separator bulat,"まるせぱれーたー
（まるせぱ）",,"まる かたわく こ て い
丸セパレーターで型枠を固定する",,
インドネシア語,28.0,1.0,2.0,天端釘,"Bilah yang dipasang
pada sudut acuan",てんばくぎ,,"てん てん ば くぎ う
コンクリート天に天端釘を打つ",,
インドネシア語,28.0,1.0,3.0,ケレン,Pengerjaan muka,けれん,,"ひょうめん
コンパネの表面をけれんする",,
インドネシア語,28.0,1.0,4.0,型枠支保工,Penahan acuan,かたわくしほこう,,"か た わ く し ほ こ う こ う じ おこな
型枠支保工の工事を行う",,
インドネシア語,28.0,1.0,5.0,"基礎型枠
（メタルフォーム）",Acuan fondasi,"きそかたわく
（めたるふぉーむ）",,"き そ かたわく く み た
基礎型枠を組立てる",,
インドネシア語,28.0,1.0,6.0,釘仕舞い,Marking/Penandaan,くぎしまい,,"かたわく くぎ し ま
型枠をばらして釘仕舞いをする",,
インドネシア語,28.0,1.0,7.0,スラブ天端,Puncak plat (Lantai),すらぶてんば,,"てん ば
スラブ天端をそろえる",,
インドネシア語,28.0,1.0,8.0,高さ（タッパ）,"Tinggi (Tinggi dalam
istilah pembangunan)",たかさ（たっぱ）,,"たか はか
高さ（タッパ）を測る",,
インドネシア語,28.0,1.0,9.0,建込み,Membangun kerangka,たてこみ,,"かたわく た て こ
型枠を建込みする",,
インドネシア語,28.0,1.0,10.0,通り,Cara,とおり,"Uang yang didapatkan oleh
pegawai swasta atau negeri pada
saat pensiun, cacat, atau
meninggal.","とお よ
通りを良くする",,
インドネシア語,29.0,1.0,11.0,蹴上げ,Tinggi busur,けあげ,"Uang asuransi yang diberikan
ketika kehilangan pekerjaan atau
ketika memulai proses mencari
pekerjaan baru.","き け あ すんぽう かたわく く み た
決められた蹴上げ寸法で型枠を組立
てる",,
インドネシア語,29.0,1.0,12.0,蹴込み,Undakan,けこみ,,"き け こ すんぽう かたわく く み た
決められた蹴込み寸法で型枠を組立
てる",,
インドネシア語,29.0,1.0,13.0,工具の手入れ,Perawatan alat perkakas,こうぐのていれ,,"こ う ぐ て い
工具の手入れをおこたらない",,
インドネシア語,29.0,1.0,14.0,下げ振り,Pemberat,さげふり,,"さ ふ すいちょく かくにん
下げ振りで垂直を確認する",,
インドネシア語,29.0,1.0,15.0,地墨,Tinta,じずみ,,"じ ずみ あ かたわく と つ
地墨に合わせて型枠を取り付ける",,
インドネシア語,29.0,1.0,16.0,捨てコンクリート,Bagian lantai beton,すてこんくりーと,,"す と わく せ っ ち
捨てコンクリートの止め枠を設置する",,
インドネシア語,29.0,1.0,17.0,はね出し,Trap,はねだし,"Kondisi dimana papan perancah
sangat melewati batas disatu sisi
dari bagian penopang. Bila naik
menginjaknya tanpa sadar ada
kemungkinan bisa jatuh, sangat
berbahaya.","かべ だ かたわく く み た
壁からはね出してスラブ型枠を組立て
る",,
インドネシア語,29.0,1.0,18.0,はらみ,Tonjolan,はらみ,,"だ せ つちゅう かたわく
コンクリート打設中に型枠のはらみを
かくにん
確認する",,
インドネシア語,29.0,1.0,19.0,前面,Muka depan,まえつら,,"まえつら そろ
前面を揃える",,
インドネシア語,30.0,1.0,20.0,養生,Pemantangan beton,ようじょう,,"だ せ つ ご ようじょう
コンクリート打設後に養生をおこなう",,
インドネシア語,30.0,1.0,21.0,レベル,Permukaan,れべる,,"そくりょう
レベルを測量する",,
インドネシア語,30.0,1.0,22.0,割付,Penempatan,わりつけ,,"かたわく わ つ
型枠を割り付ける",,
インドネシア語,30.0,1.0,23.0,埋め込み金物,Logam benaman,うめこみかなもの,,"かたわく う こ かなもの
型枠にはあらかじめ埋め込み金物を
と つ
取り付ける",,
インドネシア語,30.0,1.0,24.0,解体する（バラス）,"Membongkar
(Mencabut)",かいたいする（ばらす）,,"かたわく かいたい
型枠を解体する（バラス）",,
インドネシア語,30.0,1.0,25.0,かぶり寸法,"Ukuran ketebalan
pelapisan",かぶりすんぽう,,"てっきん かたわく すんぽう かくにん
鉄筋と型枠のかぶり寸法を確認する",,
インドネシア語,31.0,1.0,1.0,異形棒鋼,Besi beton berulir,いけいぼうこう,"Tulangan baja secara umum
digunakan di Jepang.","い け いぼうこう もち
異形棒鋼を用いる",,
インドネシア語,31.0,1.0,2.0,結束線,Kawat pengikat,けっそくせん,,"けっそくせん てっきん しば
結束線で鉄筋を縛る",,
インドネシア語,31.0,1.0,3.0,結束工具,Perkakas pengikat,けっそくこうぐ,"Atau disebut juga sebagai
""Hacker"".","けっそく こ う ぐ もち てっきん しば
結束工具を用いて鉄筋を縛る",,
インドネシア語,31.0,1.0,4.0,鉄筋切断機,"Mesin pemotong
tulangan baja",てっきんせつだんき,,"てっきんせ つだ んき てっきん せつだん
鉄筋切断機で鉄筋を切断する",,
インドネシア語,31.0,1.0,5.0,鉄筋曲げ加工機,"Mesin pembengkok
tulangan baja",てっきんまげかこうき,,"てっきん ま か こ う き てっきん ま
鉄筋曲げ加工機で鉄筋を曲げる",,
インドネシア語,31.0,1.0,6.0,フック,Kait,ふっく,,"てっきんた ん ぶ
鉄筋端部にフックをつける",,
インドネシア語,31.0,1.0,7.0,保護帽（ヘルメット）,Topi pelindung (helm),ほごぼう（へるめっと）,,"ほ ご ぼう さぎょう と か
保護帽をかぶり作業に取り掛かる",,
インドネシア語,31.0,1.0,8.0,アンカー,Angkur,あんかー,"""Batang sambungan disingkat
sebagai angkur. Atau disebut
sebagai""batang sambungan"".","せ っ ち
アンカーを設置する",,
インドネシア語,31.0,1.0,9.0,加工場,Tempat pemrosesan,かこうば,,"げ ん ばはんにゅうまえ か こ う ば てっきん か こ う
現場搬入前に加工場で鉄筋を加工
する",,
インドネシア語,31.0,1.0,10.0,スペーサ―,Spacer,すぺーさー,,"てっきん あつ たも
鉄筋のかぶり厚さを保つためスペー
つか
サーを使う",,
インドネシア語,32.0,1.0,11.0,ドーナツ,Donut,どーなつ,,"かべ てっきん あつ つか
壁の鉄筋かぶり厚さはドーナツを使う",,
インドネシア語,32.0,1.0,12.0,加工配筋図,"Gambaran susunan
tulangan",かこうはいきんず,,"か こ うはいきん ず どお く み た
加工配筋図通りに組立てる",,
インドネシア語,32.0,1.0,13.0,配筋詳細図,"Gambar detil susunan
tulangan",はいきんしょうさいず,,"はいきんしょうさい ず どお くみ た
配筋詳細図通りに組立てる",,
